trial_number,value,bagging_temperature,depth,l2_leaf_reg,learning_rate,max_epochs,random_strength,subsample
38,0.35400757106486974,0.0032299981974883356,7,2.3073103681446767,0.0024319214644269237,300,0.43099400222187223,0.9547155766655279
39,0.30785265244433774,0.0051852767846163016,4,2.8692815163934826,0.003283395273935614,300,0.5239488532227352,0.9661415676397639
40,0.313531824314721,0.2113327529953212,4,1.9881007670218318,0.00406631006435578,300,0.49253525708764023,0.624765050966216
41,0.3346825961945978,0.005254270834177087,4,2.960529220566012,0.0026272201697743022,300,0.5426100251168207,0.9557804394950222
42,0.38153475195737413,0.007628256579706478,5,2.763257967535666,0.003222972565944484,300,0.39273042368546435,0.9963346978204922
43,0.35406982043832347,0.0027474875713467237,4,2.408202197524314,0.0032905596942032723,300,0.14474063097065296,0.9320734434995676
44,0.30802826034028913,0.004762128324664014,4,3.5166459028240955,0.002639712798518976,300,0.5544216948821631,0.9623358214786142
45,0.33064892413322855,0.0012111522838123378,4,3.5792651628164043,0.00443880393264044,300,0.6027537669245613,0.9225520405176212
46,0.3387067107415484,0.008681142145412091,4,2.2648326231904785,0.005342090613850436,300,0.7982671684707158,0.9694024385820521
47,0.33964740159402146,0.005614506170394532,5,4.426152436457254,0.0022322111305887685,300,0.7392730702857222,0.8799733432857134
48,0.32219520119907624,0.043616878269257565,6,2.6840043394325965,0.0027284005371297315,300,0.541365769701582,0.9046731640829314
49,0.3536868122365653,0.0801338006326063,10,3.5174665248204424,0.0032202290491119235,300,0.872121655940089,0.8402136968538795
50,0.33552459840003274,0.010526894346583163,7,3.1236588710674407,0.003975014553578878,300,0.1834998648426485,0.7932944687413654
51,0.2985788579397545,0.004074736530971674,4,3.007605409291041,0.0024947164730565476,300,0.46440914928631594,0.9723623934912611
52,0.3057038527205787,0.00673944723212822,4,3.8364339799788887,0.0027643866723031187,300,0.48274991032329645,0.9773343389322787
53,0.3201817656840725,0.003195932045065367,4,3.8620822741364345,0.0026741237088701974,300,0.47315191657438727,0.9775967514125696
54,0.3055977906411752,0.001487352399305654,5,2.601397905235062,0.0022607336229441863,300,0.5899733316781808,0.9355584511512015
55,0.30723533468903913,0.0015987362540851547,5,2.7556043957082332,0.0021562135266451976,300,0.6993372798154439,0.9368489852921312
56,0.33214883779079996,0.0017440985161822529,5,2.577889352875874,0.0021877931855550565,300,0.7113170092465683,0.9387662913874968
57,0.31256416832653516,0.0014246400237653786,5,2.168425362467125,0.002266742254515362,300,0.3603271339857608,0.915728765752429
58,0.33775319106112156,0.0011393063348516844,5,1.8049706431999921,0.002014668102993814,300,0.5965755338896749,0.8910354153008097
59,0.33999247034930313,0.0022262802222424594,6,1.5587782146698048,0.0029435011686697646,300,0.6522042446093554,0.94476855373369
60,0.2998110939840144,0.0016345579202411379,5,4.6329729523372665,0.0024605075587753617,300,0.4627775994161941,0.9961654990722869
61,0.31453521838482607,0.0015189900449000119,5,5.79076904973344,0.0023817528654286827,300,0.4799311479886733,0.9869783139052959
62,0.2968609564220695,0.0010004549256123147,5,4.692882422277018,0.002529022063937027,300,0.46055670959517947,0.9834341875663307
63,0.3077297976033916,0.0010406936551676516,6,4.654262119955856,0.0024756865451560296,300,0.37793407704055754,0.9966069354061295
64,0.2992000856325658,0.002750649141666112,4,6.510021215083695,0.002806974804196615,300,0.4497452335379117,0.9775646171864946
65,0.36191110698221207,0.0020441247747903,5,6.779977153864383,0.003088516292626311,300,0.445004794242587,0.7585370050343402
66,0.3356827051474078,0.002733735521836326,7,9.327213877233959,0.0037582410196011643,300,0.4364536933525648,0.9973903631340727
67,0.3157979457435613,0.003907499965501655,4,8.04721041775086,0.0020069209009034162,300,0.33361939389949424,0.9237666836561944
68,0.3103031325815188,0.00139198627473555,5,6.059695924209242,0.028918465519670755,300,0.244902915841719,0.9764525562562874
69,0.32965475052634113,0.0019251304620143365,8,5.515287248185815,0.002611223691082149,300,0.34848046758542167,0.9036715555400237
70,0.31368033785481925,0.0030725119455579336,4,7.3517181201541115,0.0034561108028861665,300,0.41651382277243315,0.9474215942780161
71,0.31418742939943073,0.006605189404683756,4,4.071392346667037,0.002891711176331632,300,0.5831058473737246,0.9760129771031061
72,0.32748469112054934,0.00228748806540843,9,4.934041330133971,0.002825266091741559,300,0.4654670154065865,0.9809835895980293
73,0.3053245881720479,0.0035998961120331254,4,4.53139246111546,0.002291961727307959,300,0.6432550097862874,0.714947162472912
74,0.3233113523833363,0.003694125195543296,4,4.7500067109504815,0.002296362306524981,300,0.5086634422363612,0.7078212485547419
75,0.35910066554317804,0.002843110792853707,6,5.444644660065936,0.0024095508951575218,300,0.6437035937304355,0.6501813612725643
76,0.31384089145855265,0.00124215792672108,4,4.511184415590666,0.020029556827485622,300,0.5703570797898342,0.6930794028685748
77,0.3831083792568637,0.004116351208133286,12,6.298890926112344,0.00256252984391814,300,0.4053869106081892,0.6736382295861225
78,0.31007427169525775,0.0016599129590169003,5,4.103129181558356,0.003096037328938463,300,0.7797995670083421,0.7221674787263376
79,0.3251029981159476,0.8510725110626808,4,3.215181558328171,0.004273239748487232,300,0.2840896706835814,0.7484479073564316
80,0.3120565855619303,0.0025691912408863935,5,4.261032083021672,0.0023021179763913968,300,0.5189569913162954,0.6934058333723095
81,0.3359496324621856,0.007232214129848203,4,3.7669499337157815,0.0027340991283807767,300,0.45506764815840517,0.9575706154748139
82,0.2991497403568267,0.0010072309765717165,4,3.7210137131040435,0.0021727040882842255,300,0.6155220098975337,0.9679139049052485
83,0.3161987888490866,0.0013107913015688538,4,5.087695750261782,0.0021501102490026494,300,0.6092806255933073,0.8462927643137435
84,0.3093539654638813,0.0018748856865691249,4,3.6502442817805236,0.0025020187316699576,300,0.14750740935612117,0.9693991995638797
85,0.3128618186976626,0.001003906878243337,4,3.049377447526276,0.002153128185082119,300,0.8835452526496258,0.9989502123699753
86,0.31512159290078234,0.003343248803807365,5,2.4852829012664253,0.0025454771561621487,300,0.12622291298455876,0.9483128658248282
87,0.3912791505710718,0.002294000247477408,11,3.484342069266285,0.0034330579422482107,300,0.5506038897098327,0.9868615516798331
88,0.33552623552720623,0.001003090844247279,9,5.3216280201365125,0.0030116942196450167,300,0.6820527093590296,0.9636856351158655
89,0.3246629999329732,0.0012693127993313842,4,4.8081891756927835,0.002307597765013115,300,0.7479777333593867,0.928051393966785
90,0.3238071995105084,0.0017196744180922867,5,2.654612028860591,0.0067676074542261,300,0.38107066493932784,0.8802925680309083
91,0.3092647581967304,0.005925449512966828,4,3.9080762170115992,0.0027827139447404747,300,0.49400038569349697,0.9801196856637318
92,0.313020425013872,0.004571062114334772,4,3.3137931966940086,0.012611956720691795,300,0.5230524996828188,0.9682055996292308
93,0.31272562678916205,0.0035129595871132456,4,4.355629714774093,0.0027147261678893155,300,0.5749361581500216,0.7855197124903451
94,0.32461402554283975,0.008785271592126095,4,2.868890312708975,0.0021176807364776435,300,0.20587208687145409,0.8219066970702139
95,0.3261263886196616,0.005146138832604992,5,3.438178672474596,0.0024506236305784678,300,0.17522481884233726,0.9394902952309594
96,0.3272714712029969,0.010565185535044647,4,3.9943605830414506,0.0031935445921132803,300,0.4553862072965025,0.9130647939784089
97,0.29941511904015666,0.0014556061828534183,4,3.701694122372071,0.0028402683438198155,300,0.6249952833268766,0.9513647697537649
98,0.30758820535722387,0.0015394627386319806,6,3.1756812506197565,0.0020287210584426425,300,0.6359812704164274,0.9499452479580112
99,0.32770947233485376,0.0019796001839668402,5,3.6976945768233724,0.003632106843486239,300,0.6179284803010548,0.7174777156615202
100,0.33465309212068767,0.0011532783580612501,4,4.15859332435168,0.0022288111329535946,300,0.15309012420407908,0.9908777157998596
101,0.29943710338689195,0.002508681139369724,4,4.5479095584619635,0.002787254719535484,300,0.4893419253742354,0.9599942722835054
102,0.30682901210229474,0.0013889777268116246,4,4.448789310282099,0.0028860327727750555,300,0.5312514428462946,0.9579236174869756
103,0.3147533940975123,0.002711388562892509,4,5.690940240777066,0.002597332081721242,300,0.4248141185614665,0.6572074214883543
104,0.31271083610982675,0.004164197600158726,4,2.951062628604816,0.003336534221887939,300,0.5704191955393975,0.9280033468621565
105,0.3318264357631597,0.0022874502141846283,5,1.1900612083896147,0.002373540250697798,300,0.6800774911513658,0.9684611330108953
106,0.3040065962006174,0.0030219527223295005,4,7.231361396013232,0.0030704144006086023,300,0.5059755978919838,0.939269071815845
107,0.34086472985181787,0.30445197625474163,4,7.8473031741740655,0.003757520116083281,300,0.4887179561767058,0.8125557007125576
108,0.30206759226640434,0.0031581633945084596,4,8.664608541442298,0.003050316893923633,300,0.38995799133760994,0.9178062680413993
109,0.34737415457269544,0.0031547900595972358,4,9.033300672200543,0.003160748361527038,300,0.4399341156428419,0.9146086693654546
110,0.31920717833357526,0.002130850063476138,4,7.134889285867935,0.00299992085233583,300,0.4138894743869552,0.8682184563045781
111,0.3123675248361776,0.0029200231567026646,4,8.54111088059383,0.002824975281009547,300,0.3974293994375521,0.7371580025172306
112,0.3195901626568555,0.0037496500543261276,4,6.123491624428266,0.002566053714721903,300,0.34757056057179875,0.9438467082231352
113,0.307041503330521,0.0047057018287058145,4,7.649173411029218,0.00495692241824531,300,0.5054962545607302,0.9857580676960512
114,0.3107732940200341,0.00182235115637199,4,9.959855718226168,0.0032953544379932132,300,0.47488467805851076,0.8954977666553972
115,0.32684423728890605,0.0025550147153709786,4,6.494149323087516,0.004127385240800281,300,0.4591073073819451,0.954751669167722
116,0.3065637681595315,0.1346263067234211,4,8.514668135138464,0.0030364643922001365,300,0.3796982542630344,0.9743190869344386
117,0.32462294586884805,0.0011590822151820344,5,7.164018361623553,0.0027002232788642293,300,0.5547526558798153,0.9640957754890962
118,0.32073964773610236,0.0034533797799299313,4,4.5406175888470495,0.0035539548807676214,300,0.3100058726151293,0.9999775834155322
119,0.3231818255464238,0.0016804870029672296,4,5.257159137529441,0.0023957610942570116,300,0.43223838562287864,0.6754939067645689
120,0.3486570306812908,0.00248435637090195,5,8.371019070675874,0.0028756140396501463,300,0.3982558405745718,0.9209216819315299
121,0.32865528905112446,0.0014695408175069047,5,2.820404660708725,0.0022933802611477473,300,0.6213301192914159,0.9343046097269104
122,0.29731234090620956,0.001270163119708821,4,9.351161528973849,0.00245598903928933,300,0.5053856769856142,0.939386019314716
123,0.3114306584067909,0.0013062360712729904,4,9.306303501744004,0.0025471856627635133,300,0.5028571740656577,0.9479901912324915
124,0.31913216409987855,0.0021078429090883367,4,4.898656162488163,0.002736403049410785,300,0.46078393058522427,0.9041272229266372
125,0.31377882335216273,0.0043238101904567484,4,9.698738029790437,0.002488779534953913,300,0.5415659170574131,0.9599454341767423
126,0.31406768139087027,0.005991451139103621,4,8.735483305476622,0.0030576512594115675,300,0.5123644405784374,0.6300892358079863
127,0.3067232576219739,0.001000815202629478,4,7.334600462310504,0.002185277664177921,300,0.4861084588390951,0.9829354753361804
128,0.3065386290974608,0.0028709895963618943,4,5.830247465275267,0.0026515688174672,300,0.6612774564965823,0.9730534596790281
129,0.3104135674507697,0.0018678798301889528,4,4.258323779263794,0.0028227070109710884,300,0.23508105518642072,0.9396948062619962
130,0.321977623683323,0.0011801150075881498,4,4.672815246948107,0.0033422188891177582,300,0.4482379925161299,0.990021179086652
131,0.30562005584748986,0.0015484572419769075,5,3.37575336355868,0.0023425047576544626,300,0.7032271289883042,0.929634295743383
132,0.3428214238002572,0.0014098491642260988,5,3.0810206326014122,0.002133775805981068,300,0.5999448469812049,0.9541817517625736
133,0.32345114360013355,0.0024599919674992573,4,8.157906440029201,0.0022336347952927856,300,0.13602143775688508,0.9413687297238517
134,0.3057372761561087,0.0016614055869035545,5,3.7535014016288146,0.009675219849009844,300,0.5713684515811601,0.9240111383213133
135,0.32510057757897665,0.0011537719566533872,4,2.631911436027276,0.002430868564821829,300,0.5239065170786877,0.8897074044486085
136,0.3042630993967819,0.003857508508322423,4,9.091917597111944,0.002596740994603661,300,0.16789344786774882,0.9642080832614416
137,0.30452126087148107,0.005330833394508144,4,9.319361801146146,0.002944219649498882,300,0.1688458681473405,0.9685423217140913
138,0.31661732116121377,0.005319438181106858,4,9.154430291800074,0.003010908258628214,300,0.1641665533834849,0.964722744668799
139,0.33885730895352856,0.02510845491131976,4,9.691186398501248,0.003202918671693323,300,0.1784418211762863,0.979857979295796
140,0.31464259770434794,0.004056556570835046,4,9.073662327143762,0.002645865119143306,300,0.19842199166009783,0.9481932455927449
141,0.321845279564061,0.0037607786030355948,4,8.85050442022469,0.0028904019384175853,300,0.18523546672529315,0.9701858046736611
142,0.31559819266987016,0.004756641591596299,4,7.72563916663595,0.0024959910488590678,300,0.1632790216194325,0.985941129159433
143,0.3150742124925589,0.0031589721691759813,4,9.473058310992919,0.008097455069040986,300,0.17220513434251575,0.9590419784574923
144,0.35994851553335255,0.008063722311835915,4,8.210050026855981,0.002696184780899948,300,0.19268655209548385,0.6972142637968852
145,0.2999424644516388,0.0055779477118632105,4,9.951876401244622,0.002862654508789156,300,0.15491067123011956,0.9757801211512693
146,0.34270239922920515,0.006281836976576448,7,9.006655438063712,0.003123855691559611,300,0.15310617375994512,0.9907289817402894
147,0.3171983423530354,0.006896869912224523,4,6.987308741477507,0.0035202474137355578,300,0.14043905726710404,0.9757304806809624
148,0.31890435369152076,0.004999972453603148,4,7.792702200557482,0.0029074363468238923,300,0.21600148370971917,0.6118652042339211
149,0.3068220043596396,0.004269678556386452,4,9.669014226572148,0.003774359859623174,300,0.1586986734931401,0.9545627171671789
150,0.30938641288684776,0.003263954037778371,4,8.40126164096992,0.0028055998990836367,300,0.16866656542321287,0.9674889981516829
151,0.3482421520394727,0.003921792430233044,4,3.9311228471411064,0.002554863017246392,300,0.15654238108489443,0.9818233037063961
152,0.3155255223973941,0.002786057180682576,4,9.946440449250714,0.0023763649754412965,300,0.4204911979857503,0.9989117156091758
153,0.327511248380511,0.005777354276051847,4,3.588206195786707,0.0020082175291411784,300,0.1469684958982907,0.7073890199133982
154,0.34467719155812565,0.0034445667077721872,4,6.564658438750967,0.002632198276936736,300,0.12600728043137296,0.9470946174718292
155,0.35369357489915587,0.00758053599333537,4,8.641740919880974,0.0029770109758928257,300,0.17831836351757135,0.7643007052493608
156,0.3211161466059765,0.002149606206345567,4,5.030231643463843,0.003384657738697759,300,0.48101810752678176,0.9629945205482765
157,0.2968162868100914,0.005233078715265604,4,9.382083734051669,0.002490013082887413,300,0.13255568941635779,0.6821355922889006
158,0.30497010445504885,0.005174252630241342,4,9.238951288709256,0.002785784342060977,300,0.13389831377007957,0.9745629341185815
159,0.3082635738770844,0.00486217444721535,4,9.306175803095421,0.002740661998598994,300,0.11946244077537611,0.9754951333341058
160,0.3178049848255579,0.04571668676748067,4,9.97621444617527,0.0024959823824080934,300,0.1326136641045919,0.9902298469539347
161,0.3127242388894989,0.005544389247552249,4,8.7346514182288,0.0031834954148670155,300,0.1214737455871558,0.9567152916703497
162,0.3101167721962948,0.009550708601045132,4,9.398712280302837,0.0028173333659461904,300,0.14452152120809772,0.9338777365661662
163,0.3349245461154278,0.006623188380757544,4,8.095888582466014,0.0030642460768176,300,0.10798100534833982,0.6882140791587366
164,0.36661898135401344,0.004783591449361581,4,8.923265703905043,0.0026223541705573637,300,0.13202598519396802,0.9697191027319708
165,0.3067680641847601,0.004426377084742615,4,9.465854501916825,0.002940763979984826,300,0.10631255655585461,0.9824449905434492
166,0.31325300772201164,0.0012765938740683213,4,7.598650505234661,0.002476211320191104,300,0.26025201242092266,0.600541929171703
167,0.35106872607796946,0.005626561956576215,5,3.2110636101144205,0.0027790637037755023,300,0.15114000715348336,0.9458654591945127
168,0.33196393798432583,0.0011005767594068718,4,9.124761808453224,0.0023274296745529398,300,0.4455304511640328,0.6688939758826818
169,0.3213846706194764,0.0030337246985165716,4,8.503437712883862,0.002583797741368847,300,0.1397621874137741,0.6812630048628596
170,0.3100607449214648,0.0038922508049885627,5,9.952443490067303,0.0031731392290898666,300,0.4752855428582232,0.972112627625264
171,0.3113192507539731,0.003715751635876117,4,4.586390733211867,0.0022247839802179525,300,0.7471810515720664,0.9611574039294631
172,0.34962525317585297,0.0026184434038153295,4,3.9840560124985083,0.0023957879595940005,300,0.1679140610692041,0.9922036759020052
173,0.3178009216934706,0.0033556508581949604,4,4.201242147609988,0.002697047983494752,300,0.5357298172842886,0.9384866688413663
174,0.33271873517339223,0.00434669542846803,8,9.462050498701586,0.00213072475561267,300,0.49563840698122563,0.6628786236065183
175,0.34369402801583043,0.005170417163599842,10,3.001357759298218,0.0023111224726301465,300,0.3613600004843632,0.9495702113944563
176,0.32512554664240556,0.0064525776770204555,4,4.440077113240245,0.0028579445537035533,300,0.6414564522983381,0.6499716802859363
177,0.3125794314635429,0.0019077522074672267,4,4.771338320533097,0.002523429107607409,300,0.4044939049499093,0.8553836520440523
178,0.31250002049728176,0.0010078467785927918,4,8.74903750452859,0.01783253903923215,300,0.29103129211929923,0.7811717864489304
179,0.3050739418270429,0.007408980689789131,4,5.244310844230803,0.002942596701134029,300,0.43327152478481823,0.9801479000646752
180,0.3147523845880167,0.008329443757026978,4,5.498758119828803,0.0029681347259781004,300,0.4638017832618881,0.9798193907949666
181,0.3115401110271893,0.007383119489728628,4,6.270854310265117,0.0026978337362868355,300,0.42954576848776227,0.9999198168146158
182,0.29920268133802863,0.005875189253028739,4,5.006669425716175,0.0033617407727970544,300,0.4411003846961011,0.8334765157819796
183,0.3239120922159403,0.014550631308682033,4,5.178617179228571,0.0034305487811006523,300,0.4403274153107216,0.847234189134151
184,0.31530308989699196,0.001339922544558177,4,5.713042974294507,0.0032581657135974293,300,0.46159338206192885,0.7994596788600583
185,0.32867818484386885,0.005663514588906223,4,4.959654474511159,0.0031175735696227637,300,0.41281570604983137,0.9655988396374139
186,0.30940897858529653,0.006935269481094368,4,5.419234794776026,0.003645146954428961,300,0.5098274138868142,0.8751754896971073
187,0.3068593825806752,0.0061246708794782286,4,2.761631912050659,0.0028999425369894078,300,0.43076241733423076,0.9743061621475924
188,0.34796602793600545,0.004286989956892285,4,4.8416385710524965,0.0030309653629776363,300,0.4806332716018246,0.9105955180081796
189,0.3392521376429389,0.004977067881157239,4,8.029680807621059,0.0033218293776424066,300,0.3875265337302491,0.8282335460422962
190,0.3325537353663364,0.0053413805842675716,6,5.238453687166095,0.0027889863769095854,300,0.44820035504013667,0.955988554536823
191,0.3135712202834363,0.0035023890041933872,4,4.719339865044564,0.0024624418053546746,300,0.49799458976162164,0.987602040137234
192,0.3303896143746617,0.00441852224137275,4,4.38596955163367,0.0026023806614809027,300,0.15927903810391783,0.8113220830437773
193,0.30387837102420284,0.003089256396719628,4,4.554822225595503,0.003050658610884564,300,0.5541449747157612,0.9662540539506512
194,0.3000383086953902,0.0030650975664945675,4,4.1567669426800276,0.0030710271115583676,300,0.5475228380493571,0.9642831732694624
195,0.32269909104098327,0.0028689486845057204,4,4.127044129932935,0.003165081345256609,300,0.5603044502571773,0.9643219402255426
196,0.3062265013124755,0.0030525175654452855,4,3.747285792608724,0.0028646478189946695,300,0.5343644947163287,0.9776036494665904
197,0.3188938813851168,0.002285149697427293,4,4.331498455270839,0.005784726039585038,300,0.5778071989605299,0.9564873549362842
198,0.31902387089956225,0.00249708774922864,4,4.593230188017831,0.0030024847696626575,300,0.5223501136093818,0.9692941379165679
199,0.3023174955089244,0.00388823918717149,4,4.200827632917411,0.003943608459098256,300,0.5943828972280177,0.9826172165796226
