trial_number,value,state,parameters.history_length,parameters.num_layers,parameters.units,parameters.dropout,parameters.batch_size,parameters.learning_rate,parameters.weight_decay
65,0.3809907807167186,COMPLETE,84,3,85,0.25728288559076157,192,0.0005237691939575232,0.0006153870536426127
66,0.3809907807167186,COMPLETE,65,1,342,0.35944293763664537,229,0.00038959095403244944,0.001586615997190812
67,0.3809907807167186,COMPLETE,87,4,205,0.22948682266368026,242,0.0019101137235069568,0.00011595989694708973
68,0.3809907807167186,COMPLETE,97,2,184,0.2065765135586991,137,0.0003044763693703224,0.002108083734039138
69,0.3809907807167186,COMPLETE,81,1,121,0.10640388623454092,317,0.0002797888823402819,0.0007582454228195515
70,0.3809907807167186,COMPLETE,74,2,142,0.217074823280983,361,0.0002292086879178557,0.00024228040619384442
71,0.3809907807167186,COMPLETE,71,4,326,0.4274138660368426,373,0.0006448496435800164,0.005115548084901101
72,0.3809907807167186,COMPLETE,94,4,283,0.37752859048605997,363,0.0007111892730157618,0.008554153146957068
73,0.3809907807167186,COMPLETE,81,4,318,0.498315582175516,353,0.0008073312586886254,0.006909353091722226
74,0.3809907807167186,COMPLETE,155,4,66,0.4743649360402486,338,0.000920791264017729,0.004803189900586077
75,0.3809907807167186,COMPLETE,148,4,366,0.2657381606290531,261,0.0005820158780408314,0.0011613780237066593
76,0.3809907807167186,COMPLETE,77,3,303,0.2425484747465249,180,0.0007945267859227132,0.007505871136309991
77,0.3809907807167186,COMPLETE,124,1,253,0.28514450439039707,199,0.0003331263546833309,0.004191761292356517
78,0.3809907807167186,COMPLETE,142,4,290,0.29755833042269325,375,0.0016144069177671909,0.005779275513987988
79,0.3809907807167186,COMPLETE,87,1,217,0.14086836417498205,149,0.0012105910373092338,0.00038188102286048584
80,0.3809907807167186,COMPLETE,118,2,172,0.15575925584206657,358,0.0010176997051323828,0.000863063472579218
81,0.3809907807167186,COMPLETE,72,1,81,0.16821415692771213,238,0.0004282204554024554,0.008627281708362416
82,0.3809907807167186,COMPLETE,76,1,102,0.2265910711018771,246,0.00036236081554383325,0.00017723984209400018
83,0.3809907807167186,COMPLETE,68,1,94,0.12617325007106137,227,0.00029733112060714603,0.006186954913426708
84,0.3809907807167186,COMPLETE,104,1,113,0.11790085067426094,256,0.000397804694278199,0.0027089432895541243
85,0.3809907807167186,COMPLETE,73,3,267,0.21215991577515433,135,0.00032849581261011536,0.00762111995351278
86,0.3809907807167186,COMPLETE,90,1,74,0.1834223263114748,369,0.000491944501929346,0.0018442491032478422
87,0.3809907807167186,COMPLETE,67,2,311,0.13229298304499112,214,0.0005635220156840417,0.0034486017893348864
88,0.3809907807167186,COMPLETE,80,1,196,0.10757039149758083,200,0.0006326941580855408,0.0014886941841331328
89,0.3809907807167186,COMPLETE,109,4,281,0.2523880171832951,155,0.00021213780052746638,0.0012752693166524166
90,0.3809907807167186,COMPLETE,117,3,228,0.20220971050893094,384,0.0004546789678540244,0.009627355286676721
91,0.3809907807167186,COMPLETE,94,2,243,0.12043168115277328,334,0.0002663571405807096,0.006837869152401956
92,0.3809907807167186,COMPLETE,101,2,299,0.30868754669453846,322,0.0002477920140258136,0.009996283737683735
93,0.3809907807167186,COMPLETE,83,2,158,0.33702327400917165,349,0.0002768226600974654,0.0010255118809298328
94,0.3809907807167186,COMPLETE,66,2,333,0.15642752593291667,171,0.00037521332022904185,0.008204611127091468
95,0.3809907807167186,COMPLETE,79,2,238,0.18893814088134514,224,0.00023584664125666973,0.005698737850383502
96,0.3809907807167186,COMPLETE,86,1,256,0.1265297115065986,347,0.000311618760943095,0.004614563533376169
97,0.3809907807167186,COMPLETE,70,4,209,0.1000915168314591,281,0.00020166865614317254,0.0002930569268384636
98,0.3809907807167186,COMPLETE,148,3,270,0.14051673600271392,262,0.001348463738850334,0.006191567210052274
99,0.3809907807167186,COMPLETE,64,2,181,0.2670868180381383,161,0.000288735995515061,0.007729888609960744
100,0.3809907807167186,COMPLETE,99,1,145,0.1135518852052327,233,0.0005241026118835906,0.0002144385705081844
101,0.3809907807167186,COMPLETE,115,3,379,0.17110477072556365,129,0.0015091686782110723,0.00014535822827707834
102,0.3809907807167186,COMPLETE,112,3,344,0.4406025457873101,327,0.0018638861615770102,0.00012522538105256295
103,0.3809907807167186,COMPLETE,105,4,368,0.437748570475477,149,0.00025419422874300643,0.0005518931896858211
104,0.3809907807167186,COMPLETE,122,3,249,0.4564360312057733,137,0.0004950996063091024,0.0001874623105363931
105,0.3809907807167186,COMPLETE,127,4,278,0.4020373002140597,311,0.0007072001788908685,0.00010905950709164827
106,0.3809907807167186,COMPLETE,108,2,325,0.47726303563316635,369,0.0011346861843394365,0.00016097499018856497
107,0.3809907807167186,COMPLETE,153,3,91,0.10664359442136646,355,0.0003492348157679986,0.0012049482437941489
108,0.3809907807167186,COMPLETE,102,4,293,0.2194581329215883,161,0.0006761279229088319,0.00045191640687342256
109,0.3809907807167186,COMPLETE,133,1,260,0.24282804640782488,141,0.0007658555902170015,0.0001016127841266331
110,0.3809907807167186,COMPLETE,144,2,64,0.14936106150863052,216,0.0003719098128798873,0.009011248038116024
111,0.3809907807167186,COMPLETE,159,3,191,0.10356951337607775,238,0.0017692025122394751,0.00012283566799448816
112,0.3809907807167186,COMPLETE,75,3,298,0.11709643890542983,250,0.001251316275023388,0.00014531596029245745
113,0.3809907807167186,COMPLETE,139,3,310,0.16178995649822384,335,0.0016642804008516413,0.0010692653632246273
114,0.3809907807167186,COMPLETE,150,3,170,0.11122199083187648,187,0.0014303017769409087,0.00011328339019499051
115,0.3809907807167186,COMPLETE,157,4,110,0.13171376408935412,299,0.0008652734640464711,0.00013227719163270632
116,0.3809907807167186,COMPLETE,131,3,233,0.23392916928461063,377,0.0003167544624123518,0.0009005372283421135
117,0.3809907807167186,COMPLETE,154,1,137,0.25692149865612074,244,0.0015710858011395636,0.0001724498140566395
118,0.3809907807167186,COMPLETE,111,2,128,0.27392733815632375,345,0.00041397544700870633,0.0007695153128739063
119,0.3809907807167186,COMPLETE,157,4,78,0.3832075647008845,208,0.001071872961722094,0.0023758617101684813
120,0.3809907807167186,COMPLETE,135,1,287,0.32463959955954147,232,0.0006044978424167564,0.0014292389892474806
121,0.3809907807167186,COMPLETE,143,4,351,0.29028642437229846,171,0.00026675294515109485,0.00026403331872973997
122,0.3809907807167186,COMPLETE,145,4,341,0.3620010509498356,192,0.001361560914108302,0.0003778799143593952
123,0.3809907807167186,COMPLETE,71,4,367,0.3471952978328475,267,0.0011704271082314955,0.0017046599928016192
124,0.3809907807167186,COMPLETE,138,4,357,0.30721133637651377,183,0.0009230397917747075,0.00010016296754643403
125,0.3809907807167186,COMPLETE,147,4,319,0.29720662990177166,160,0.0009715385725594253,0.00033900058297333264
126,0.3809907807167186,COMPLETE,85,3,372,0.2817046841542337,204,0.0007881283508164454,0.00015474633434879215
127,0.3809907807167186,COMPLETE,89,2,382,0.10377187367740168,283,0.0008224622723796454,0.007002747780851184
128,0.3809907807167186,COMPLETE,77,1,159,0.10905584122072143,257,0.00022078434590026394,0.000685478635258364
129,0.3809907807167186,COMPLETE,120,4,223,0.4225082302693499,134,0.001059802615526129,0.00023663532131299882
130,0.3809907807167186,COMPLETE,136,2,358,0.4599212114630893,151,0.0002417760732612661,0.000489790628760366
131,0.3809907807167186,COMPLETE,98,3,301,0.1939592533282369,382,0.0015236862230176582,0.00028195379965849983
132,0.3809907807167186,COMPLETE,93,3,275,0.21092564075867629,371,0.0012798259158473147,0.0033815647113306165
133,0.3809907807167186,COMPLETE,96,3,306,0.18720554896495203,362,0.0018226161168062819,0.000314389237897654
134,0.3809907807167186,COMPLETE,82,3,285,0.20244787110743886,367,0.0016737710994891763,0.00021769537070084137
135,0.3809907807167186,COMPLETE,106,3,150,0.17799243260029385,225,0.000453254687114229,0.0009862315859738371
136,0.3809907807167186,COMPLETE,79,1,329,0.24610163145018402,379,0.0019642562978089617,0.00019596062882246536
137,0.3809907807167186,COMPLETE,141,4,294,0.22471320250530544,176,0.0003383727472350186,0.008980982153931352
138,0.3809907807167186,COMPLETE,69,3,376,0.3164483704990146,238,0.0002979813698010279,0.0002585259547944027
139,0.3809907807167186,COMPLETE,103,2,249,0.26408623430327555,320,0.00028053445899643513,0.0012720629369836513
140,0.3809907807167186,COMPLETE,125,1,263,0.16203282404473732,309,0.0005615899596519883,0.007967495267649278
141,0.3809907807167186,COMPLETE,160,4,311,0.27389470974663976,332,0.0009288855958890874,0.00036468385198427017
142,0.3809907807167186,COMPLETE,150,4,336,0.2572653749566815,274,0.0011878559534049733,0.00040097999672737743
143,0.3809907807167186,COMPLETE,99,4,318,0.2398939818561186,144,0.0013105115111887995,0.00013245068922448496
144,0.3809907807167186,COMPLETE,115,4,322,0.23309604995978664,220,0.0010828332326893472,0.00030904078640828903
145,0.3809907807167186,COMPLETE,74,4,349,0.15068305213870054,251,0.0009699873020190675,0.00011940010580456447
146,0.3809907807167186,COMPLETE,156,4,362,0.11692145787163251,288,0.0014316210421200474,0.00043360495120764296
147,0.3809907807167186,COMPLETE,109,3,312,0.14238217073662282,341,0.0006704625442382878,0.0019532450927039645
148,0.3809907807167186,COMPLETE,158,2,213,0.2874896201519251,355,0.001234868908969475,0.0002759414293135593
149,0.3809907807167186,COMPLETE,153,4,72,0.1230488991447763,300,0.0008337144320613153,0.00024403062207633416
150,0.3809907807167186,COMPLETE,149,1,297,0.10003558367151888,129,0.0002581566882007914,0.0037907385000420005
151,0.3809907807167186,COMPLETE,129,3,280,0.32707015269052225,166,0.0005176624881835734,0.0005309836659435477
152,0.3809907807167186,COMPLETE,129,3,290,0.2962108722631687,187,0.0004211136674555893,0.0003443835209867483
153,0.3809907807167186,COMPLETE,118,3,244,0.3974652073732462,315,0.0006069094696794582,0.0006322767440160578
154,0.3809907807167186,COMPLETE,123,3,175,0.1371294960105376,197,0.0007330834401073071,0.0011376358383012911
155,0.3809907807167186,COMPLETE,72,3,86,0.41234793055727864,181,0.00136227727449467,0.007190683037862655
156,0.3809907807167186,COMPLETE,101,3,267,0.3383539361731157,174,0.0003849726038556496,0.0007920513215783655
157,0.3809907807167186,COMPLETE,131,4,307,0.46782777388314384,211,0.0015872084904863149,0.0015434587406415237
158,0.3809907807167186,COMPLETE,125,2,335,0.4485952576151672,229,0.00043846814087600115,0.0027077776721907694
159,0.3809907807167186,COMPLETE,76,1,124,0.3585966961996582,155,0.00047798987396108455,0.0008639487492033932
160,0.3809907807167186,COMPLETE,134,3,256,0.4859587782241086,328,0.0017402643178043022,0.00020132562958676353
161,0.3809907807167186,COMPLETE,91,4,201,0.12825182872022942,366,0.0002262866705221794,0.00017614360781943934
162,0.3809907807167186,COMPLETE,67,4,235,0.10451385304791924,291,0.0002111418926900083,0.00013934977795906567
163,0.3809907807167186,COMPLETE,97,4,163,0.24958585354544383,280,0.00020476362394466542,0.00010935235308724406
164,0.3809907807167186,COMPLETE,95,4,230,0.11371747234030449,294,0.0002504765353590736,0.00022282723136820965
165,0.3809907807167186,COMPLETE,100,4,187,0.13587906432497524,286,0.00032777899654079257,0.0001524036410438679
166,0.3809907807167186,COMPLETE,139,4,304,0.18198553862901845,377,0.00023440742319132644,0.006418656206054363
167,0.3809907807167186,COMPLETE,122,1,273,0.30347306769702836,266,0.00028901123875417825,0.009919648226368302
168,0.3809907807167186,COMPLETE,81,2,384,0.1295803096147436,141,0.00021838572409616823,0.005442579625682669
169,0.3809907807167186,COMPLETE,112,3,200,0.3156354883874544,305,0.0002709117728304491,0.00012448253324986327
170,0.3809907807167186,COMPLETE,104,4,99,0.12108198933321632,270,0.0003045182226887011,0.00029295901291614827
171,0.3809907807167186,COMPLETE,146,3,281,0.19364018263440264,177,0.0014826170427500094,0.0005766075200850932
172,0.3809907807167186,COMPLETE,143,3,291,0.1627799710144077,167,0.0011253763088232525,0.008322039209739899
173,0.3809907807167186,COMPLETE,141,3,217,0.16913633458385438,185,0.0013019743687796503,0.00048725768847868617
174,0.3809907807167186,COMPLETE,137,3,269,0.17522681711781113,236,0.00034872094494955736,0.0006816857235035378
175,0.3809907807167186,COMPLETE,152,3,287,0.21783206680268877,244,0.0011819319613911607,0.0009887905482686343
176,0.3809907807167186,COMPLETE,116,1,260,0.15593429597361322,383,0.0010427257659586973,0.000258003935302002
177,0.3809907807167186,COMPLETE,155,2,250,0.14700795688792748,195,0.00039488377654614234,0.0013245524064783487
178,0.3809907807167186,COMPLETE,160,3,296,0.12517467256792442,204,0.0005517974546613978,0.0001691937726392307
179,0.3809907807167186,COMPLETE,145,4,278,0.28475385855064994,258,0.0011008737008573607,0.0010858617583417334
180,0.3809907807167186,COMPLETE,120,4,242,0.20536920441618986,134,0.0005860770538083268,0.0003257581432917845
181,0.3809907807167186,COMPLETE,107,4,347,0.10238348648374516,336,0.000689612391823746,0.00013227249025429794
182,0.3809907807167186,COMPLETE,113,4,328,0.10637798766023324,323,0.000724271208696394,0.00016175404403751112
183,0.3809907807167186,COMPLETE,78,4,156,0.10946818343529378,317,0.0006566831473658526,0.00010911099851095985
184,0.3809907807167186,COMPLETE,97,4,303,0.4294112010840626,179,0.0007681817482215787,0.00018732730661577052
185,0.3809907807167186,COMPLETE,99,1,372,0.3858056101786942,280,0.0006227485456354149,0.00014418151137304575
186,0.3809907807167186,COMPLETE,105,4,341,0.2730719804115795,349,0.0007015699023692579,0.0011936742958339218
187,0.3809907807167186,COMPLETE,102,2,314,0.11706961484056587,161,0.0013954104161149148,0.00024080966431395002
188,0.3809907807167186,COMPLETE,88,3,362,0.11175141118508342,373,0.0008649570260513547,0.0004157216934276161
189,0.3809907807167186,COMPLETE,84,4,142,0.1856330149155372,340,0.0007592162991473226,0.009057128922536616
190,0.3809907807167186,COMPLETE,127,3,166,0.1745389387708425,171,0.0006437541031602677,0.0002132746137967067
191,0.3809907807167186,COMPLETE,95,3,211,0.3515331438727726,278,0.0019603896236676634,0.00048639551540694773
192,0.3809907807167186,COMPLETE,93,3,178,0.36342694369282175,269,0.0015451544677206443,0.00044238736402375854
193,0.3809907807167186,COMPLETE,110,3,191,0.3280007270038457,297,0.0018672078078331568,0.00036363068074342494
194,0.3809907807167186,COMPLETE,86,3,223,0.2621186063647516,263,0.001668821828831274,0.0003125421938486629
195,0.3809907807167186,COMPLETE,75,3,298,0.4081800231793774,276,0.0017727559794396249,0.0005855049940222326
196,0.3809907807167186,COMPLETE,82,1,92,0.13429729954394506,248,0.00036055208041024556,0.0007124385015445949
197,0.3809907807167186,COMPLETE,91,2,220,0.2937052564209659,328,0.0005154005595937126,0.004589135476724734
198,0.3809907807167186,COMPLETE,79,4,267,0.10497325560101568,188,0.00026278155106886254,0.0017427625075205689
199,0.3809907807167186,COMPLETE,73,3,285,0.22642400048244554,287,0.0002821514109505775,0.00011948626786800564
