trial_number,value,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_lambda,subsample
190,0.018828263654724002,0.854715164433551,0.0076525276190677295,0.02676186123457624,25,1,0.5079361846576655,0.7152569530108916
191,0.01725334764711937,0.8962406884713299,0.005491739006606646,0.028182827641816663,26,1,0.5574672079280594,0.728114938596835
192,0.017418625603323783,0.8923026393152071,0.0059485049690095725,0.0279335707467013,26,1,0.5565541325822855,0.7219330418344186
193,0.01740794385198847,0.9059972136137123,0.005209770263589194,0.027991895869067755,26,1,0.5658823513346048,0.7204033364787813
194,0.020263617130621175,0.9052999087709203,0.004520267455014142,0.025566191276150087,26,1,0.5026886104520715,0.7319190995532844
195,0.018045865534109837,0.9111582302652649,0.005783697211411102,0.027203776026909394,26,1,0.5305803049354505,0.7243548360929183
196,0.021800300685181965,0.9374471506997086,0.004073680955881536,0.0246541416769157,25,1,0.5560976361952918,0.7412254626817845
197,0.017210015480352628,0.8931241025563307,0.005243726545211988,0.028316077274084767,24,1,0.5968726832292759,0.7212163556042814
198,0.053411082286840605,0.91665959092208,0.005783235340766047,0.026352646484747725,4,1,0.6038087328705979,0.7216062482008055
199,0.01738131924157609,0.885161337334416,0.006872547541187062,0.02832719940147015,24,1,0.5288322299040501,0.7095918406614048
