trial_number,value,batch_size,d_conv,d_model,d_state,dropout,expand,history_length,learning_rate,n_layers,weight_decay
60,0.4041581889689897,217,2,106,8,0.20076052220044466,2,167,0.0014693082191750118,4,0.0018144591462316108
61,0.38367818338215426,290,3,133,17,0.2151933137869656,2,150,0.0013216801773956335,12,0.0002960953465170215
62,0.3615767203550786,263,3,88,16,0.179614487029372,2,172,0.0009775153224498283,7,0.00017010405067524026
63,0.3579264359240152,206,2,114,21,0.24185004433333468,2,142,0.0008692537929941543,10,0.0005259138133411214
64,0.35314417878158777,310,7,295,14,0.1356127062708289,2,190,0.0010824608335319463,11,0.00027843394690212157
65,0.35539949880023697,330,4,157,10,0.2224506261926233,2,180,0.000931544925059977,5,0.00039611653426438193
66,0.40156558193920744,230,3,142,31,0.18834536700271545,3,121,0.0012492704939929167,7,0.00020725400832548023
67,0.38204669526445173,253,5,214,18,0.2699342842280927,2,175,0.0010179035957442175,10,0.00011364628308948981
68,0.4666077359241642,270,5,95,11,0.2091342534954246,3,187,0.0006713034453141534,11,0.00032617135630263956
69,0.39822744512233604,286,2,172,29,0.12801463465957832,2,155,0.0005458426104058003,3,0.00014981189121553612
70,0.3980350437856729,238,3,124,56,0.388083234484909,4,164,0.0013621168230656254,6,0.0001825469430739439
71,0.3977658128063765,261,2,175,19,0.2971236946242138,2,58,0.0011522171657852066,11,0.00024091092329495996
72,0.36081249188159553,277,2,196,16,0.28194315300656814,2,68,0.0011657752615558345,9,0.0003146765928827366
73,0.3639757151299335,304,2,82,22,0.2863297177370728,2,80,0.0011918943086486773,9,0.0006167191251917349
74,0.4818955775793978,220,6,182,14,0.31843533162762666,2,101,0.0011151303333928018,12,0.00029100851266200875
75,0.33990079783011173,272,2,248,25,0.16204341794756888,2,47,0.0015305915538253848,10,0.0003689639655282982
76,0.4100915028916153,189,3,229,17,0.2613628490671545,2,75,0.0012734029539957835,5,0.0002278342176855429
77,0.37345604300498964,322,4,107,19,0.33905855120194817,3,92,0.0010574519795059122,5,0.00018066991979720918
78,0.39010840195154994,205,2,150,8,0.24249211770269694,2,182,0.0008759617634723744,8,0.0004406792347332581
79,0.49135319517150094,176,3,65,43,0.2213175186823513,2,59,0.0010033113723479316,5,0.00014696644387359614
80,0.3866097306824821,282,2,129,13,0.20024281882293135,2,111,0.0009385066235557952,7,0.00026307250374466576
81,0.4008839646842668,251,2,262,21,0.15738762426547181,2,48,0.0015521111005312974,9,0.00037573384366523083
82,0.36834026243666124,245,2,256,24,0.16949568903457476,2,32,0.0017089341407921098,10,0.00034108552901193997
83,0.3813473275777968,270,2,223,38,0.1857699605361326,2,188,0.0018589648950040867,11,0.00020501293699886372
84,0.3604753177826572,293,2,248,29,0.17854459259144329,2,45,0.0014743902944715042,12,0.0004705551175508051
85,0.4088145188005664,227,3,284,20,0.11557525918990501,2,49,0.0013791870585457106,6,0.0002274613006034031
86,0.3434356121341992,274,7,99,25,0.14222015191296758,4,64,0.0016662701995549482,8,0.0002955116074257409
87,0.38654545931751366,259,2,202,18,0.194094641532112,2,41,0.0013104717749014062,10,0.00012843644312770714
88,0.41766776950588147,215,3,185,45,0.16276938845630057,3,136,0.0015613176741489005,4,0.000162805912593283
89,0.3767313520623387,234,4,274,23,0.23555301912544951,2,174,0.0012085665790273895,6,0.0002498459437984294
90,0.3862582533670117,284,2,77,33,0.10063387767144522,3,183,0.0014185574111169595,5,0.00036840886521200277
91,0.3504843216487575,343,3,138,15,0.2497812139031211,2,178,0.0011342186008348899,7,0.000308688939222952
92,0.3473337391515883,381,3,163,11,0.21064316929017907,2,171,0.0010912074249162993,7,0.00026808666916846994
93,0.3978636987521481,342,5,108,16,0.19258917831782937,2,191,0.000964519382427458,4,0.0002140909464858204
94,0.3687378744029888,347,3,303,13,0.15406967241823363,2,54,0.0010573470403222515,6,0.00019010068074294022
95,0.36460928451687913,364,2,122,48,0.19887086473570953,2,168,0.0011760309611206052,8,0.00033714653483642523
96,0.3691610394600417,321,4,112,27,0.26679379439438206,2,177,0.001257780199279073,5,0.0005364218832652868
97,0.32233488891879325,302,4,446,15,0.22586869483352792,2,148,0.0011086618916131448,7,0.00024210730414934317
98,0.3733623787379584,303,4,398,15,0.22446053668637952,2,130,0.0009886300235601004,5,0.00011518866389690433
99,0.3679500516614746,266,4,509,20,0.2864750878829152,2,123,0.0011072426241676872,9,0.00024324610973050563
100,0.340802291998269,280,5,449,22,0.3079637827286127,2,159,0.001325002111574268,6,0.0001684751978381874
101,0.3277907407489316,280,5,435,22,0.310947682089718,2,148,0.0013451015422535648,6,0.0001754455286642808
102,0.38543942933792985,275,5,370,18,0.25150332690323407,2,151,0.0014029155120095437,7,0.00014510850549244214
103,0.3682750701904297,256,4,475,17,0.3679969943445232,2,147,0.0015105876999022242,6,0.00019285260445940755
104,0.340592196134929,245,6,442,61,0.32964832531142063,2,185,0.0010303077190735347,7,0.000219511916513388
105,0.38369940394408586,286,4,349,25,0.23859987654471443,2,145,0.000914564852457413,6,0.00028467187498027623
106,0.38140360868503387,291,6,399,55,0.22772472516889614,2,141,0.0014561378331427262,5,0.0001630983281646237
107,0.33706893120019854,298,5,435,9,0.21641299207642584,2,189,0.0013540949283683968,4,0.0002449884505669859
108,0.3532995713603257,317,5,463,9,0.2154937800697662,3,180,0.0012108310751360529,5,0.00024656359507424237
109,0.3646564873350774,299,5,434,11,0.277639993812847,2,189,0.001319641270800353,4,0.00020514271650268431
110,0.3885023046587726,333,5,469,13,0.3069712543240195,3,185,0.0012415643146872727,3,0.00017951427462385884
111,0.36895201260095406,264,4,421,10,0.20833116888785647,2,135,0.0013580060548393333,4,0.0002689082792651991
112,0.4590890292502657,307,6,428,19,0.25784745266269304,2,192,0.0015745488652434728,5,0.0003133014428347318
113,0.3778544808300924,271,5,455,8,0.18443400100983215,2,163,0.0012824811013179421,4,0.004610575099757473
114,0.37400633120213195,197,2,481,21,0.10631181864571444,2,188,0.0016506801380194295,10,0.0099768287540243
115,0.3452186849835159,223,2,90,24,0.2929443683398217,2,182,0.0011672878314578387,6,0.00036173675631407184
116,0.38626277086815397,296,4,335,12,0.2181426778023633,2,116,0.001054336066874091,7,0.0002299818207386869
117,0.314842489698835,281,2,102,17,0.12161496304980263,2,154,0.001457215893874227,2,0.0004104788711176397
118,0.35975339641271914,287,5,76,16,0.22949958091362738,2,154,0.0013576103074964842,2,0.0004046872133586847
119,0.43544655595401494,280,5,101,14,0.12074183704324307,2,157,0.0014636810842415574,2,0.0011381069157824326
120,0.3423739955312842,240,2,127,11,0.10373002672548554,2,139,0.0011292568270639858,3,0.00026976606223979893
121,0.35147769819013774,275,2,117,22,0.12791929864994842,2,172,0.0015395712919953842,11,0.00031639118700000653
122,0.37899918007282274,260,2,237,20,0.110847888727818,2,178,0.0014192252235149542,2,0.0033980705512103725
123,0.3841332066952999,299,2,91,17,0.174503313671784,2,145,0.0015022144718398274,5,0.00013448041089422996
124,0.3830192368477583,203,2,435,64,0.11466875036735072,2,148,0.0010885530537549106,9,0.00034815804611326544
125,0.38924280872216094,291,2,219,14,0.24718842231202034,2,107,0.001271066341139104,12,0.00024196605274132203
126,0.3978944751362218,268,7,150,18,0.11794828500586658,3,86,0.0009641942119418245,6,0.00021221075142101946
127,0.38226832287063633,233,8,137,9,0.145182782029396,2,166,0.001604984335549852,5,0.00015486648009542915
128,0.3952665018921422,251,3,407,15,0.2027735057479444,2,150,0.0011985924084695423,6,0.0007547685898059383
129,0.420289162321206,282,4,318,28,0.266489111355517,2,35,0.0010084898868759498,8,0.0002886075214594115
130,0.43558368867461944,193,2,103,23,0.23442472187935742,2,160,0.0013664289554667839,11,0.00041651373527264174
131,0.3386405331527751,242,6,448,62,0.3286117016665728,2,186,0.0010491180102572453,7,0.00017750071463858106
132,0.3776568630592949,254,6,458,62,0.3558735075022876,2,184,0.0010568867640076407,7,0.0001781128516531932
133,0.3469578327066297,214,5,492,19,0.31341985345606227,2,189,0.0011384438239964193,7,0.00019415172755431483
134,0.35938871453834487,209,6,422,60,0.2192801931678599,2,192,0.0011030104310651484,8,0.00024527747242196544
135,0.4143536677006714,242,6,252,63,0.3301206381437347,4,175,0.0010263399133802389,10,0.00021745650029429946
136,0.40399830018887756,273,6,72,12,0.16597710374093685,2,186,0.001446585360429476,7,0.0002720983927719874
137,0.3735804864621941,262,2,84,59,0.29042488721711157,2,180,0.0009843431372897205,6,0.00015676096391024406
138,0.4023724724387014,248,4,444,58,0.12784517643419652,2,52,0.0008521996703405772,5,0.0003053461644902252
139,0.4125797568151499,279,3,116,38,0.10779847340042614,2,40,0.0017590508873583212,3,0.00013951694557071557
140,0.39642927636094133,225,6,97,53,0.2087876545386961,3,189,0.0009074984722441366,4,0.006886842661425621
141,0.34295337420116445,236,6,439,61,0.33338164791829406,2,184,0.001028244832205237,7,0.00022347085553954486
142,0.3528344854712486,265,6,448,64,0.3440987162726712,2,182,0.0010752508351528104,7,0.00019348664946074192
143,0.33226779312797333,243,6,423,58,0.368478765720503,2,186,0.000943984066460066,7,0.0002568904064642997
144,0.392981826964408,231,6,381,57,0.2756311166538523,2,179,0.0009409862808827614,8,0.0015197485786660522
145,0.35228851464777117,258,6,425,46,0.24124152721666056,2,129,0.0011748008759311411,7,0.0002629825269385097
146,0.379776197277033,218,2,459,21,0.3739464877694505,2,187,0.0012398589762848188,6,0.0003385271651708921
147,0.35722676553624744,289,2,406,62,0.4041316161243214,2,174,0.0013949310193137672,7,0.00038359095750263805
148,0.3340034204004686,246,5,432,51,0.44317239541761055,2,192,0.0014937398314170166,7,0.00018142384542188473
149,0.38021324543903273,247,5,417,50,0.39698726670935947,2,188,0.0007908772554489292,7,0.00016712433744654748
150,0.3593190896737425,239,5,451,53,0.2993742904840116,2,192,0.0008900136076072826,7,0.0001228481211715704
151,0.3399212197725918,253,5,396,59,0.4371546262304813,2,183,0.0014781721338643346,8,0.00020430103906627343
152,0.3668225143006992,271,5,430,40,0.44894472187521234,2,96,0.0015164467188107293,6,0.00024080762074078766
153,0.470403465464794,277,5,482,17,0.41410576859684123,2,153,0.0015615789540860028,7,0.00017573487516338502
154,0.3792892803779886,242,4,439,18,0.49489209012571833,2,192,0.0013268160750188368,6,0.0002870900574644164
155,0.3936762985842066,227,6,276,62,0.22405547051923805,2,77,0.001683573913104637,8,0.00022466501550275563
156,0.3490864703758217,267,2,469,55,0.4621948415171103,2,186,0.0009754506695575589,5,0.00020092573028352575
157,0.36795679459700714,258,7,111,16,0.36847221323033447,3,181,0.0014287049543140857,7,0.00018381833812410484
158,0.350654965209449,285,3,206,22,0.3252504845219103,2,142,0.0011203458499254942,5,0.0002562197776305165
159,0.3368823957651593,304,4,130,50,0.2573128003071619,4,170,0.0016368010004980786,7,0.0003178381176976959
160,0.3759154763044859,307,4,134,48,0.2502192644096225,4,168,0.0016067500012801183,7,0.00029474378256322644
161,0.3693218046408088,317,4,122,20,0.26084954561285517,4,177,0.0018340424317429853,7,0.00032130218493601077
162,0.3690056073665619,332,4,158,33,0.23374545288637855,4,172,0.0015089121491974346,7,0.0003553316804913716
163,0.3876236962736945,295,4,361,43,0.2764356017269704,2,157,0.001717286690518812,7,0.0004755241132874866
164,0.3872283165656684,137,2,105,9,0.197157819089778,3,189,0.0009974407373340296,5,0.00025437827079442056
165,0.35412201088182416,312,4,93,51,0.3466714104876114,3,185,0.0016451434888565208,8,0.00015090676313698066
166,0.3792569104313477,325,5,302,13,0.24200804277247281,2,177,0.0010541674463644902,12,0.0002284717915832097
167,0.41072246376533955,248,2,143,55,0.38443975087743093,2,62,0.0015826103835179875,6,0.00032088609760790585
168,0.3539159716411929,302,3,261,57,0.21425368819676385,2,181,0.000946166162833876,4,0.00027975359413821746
169,0.4104962239062595,236,5,193,15,0.2572375059138137,2,150,0.0014521790207534606,8,0.00019479635344947881
170,0.3940461037171015,182,4,129,63,0.28445769086565137,2,189,0.0011422541180713518,5,0.00021140644656223316
171,0.394909002960591,253,5,396,59,0.4453807306479142,2,183,0.0014942609864393949,9,0.0001706420831095769
172,0.3616831695372039,252,5,413,59,0.43854750856445057,2,186,0.0014122282449989005,8,0.00023716894687016355
173,0.3735509758628788,283,6,434,60,0.2674665212852175,2,183,0.0015339617163312295,9,0.00020659314478116317
174,0.36337976449716813,243,5,385,58,0.43364949459632884,2,175,0.001480198451555948,8,0.0002615795374393564
175,0.3754177729628101,263,2,421,25,0.4282273766551646,2,162,0.00042751722069926115,7,0.0002805302715183759
176,0.4008256842472912,275,4,449,61,0.18218146640672928,2,190,0.0010982856273177154,2,0.00019543210009294445
177,0.373999978942371,231,6,100,8,0.47320790260760937,2,170,0.0013582734778147228,6,0.0003840185705186638
178,0.3865689196005903,292,4,114,46,0.3104268564620991,3,179,0.0013099356386484789,10,0.0001592727989906309
179,0.3342609653932901,268,2,431,18,0.18912259593152103,2,186,0.0012008735777525397,7,0.000429348976803688
180,0.3337763656166535,268,2,462,19,0.19364563527305323,2,192,0.0012099751576632744,4,0.0005527087675763557
181,0.34369050301963977,272,2,458,18,0.1748972420634427,2,187,0.0011949235045190852,4,0.000547217082962467
182,0.36438381977473633,269,2,468,19,0.1906488233487551,2,192,0.0012059819732795044,7,0.00043335796181003325
183,0.38357334348196026,278,2,428,20,0.19775462538722932,2,189,0.0012877999816346213,7,0.0003582329510056897
184,0.354285888853019,262,2,444,36,0.1858222624785706,2,186,0.0011605804793734585,4,0.00043384633599537025
185,0.35012876640392254,288,2,437,16,0.1903311824267051,2,192,0.0012355433669942496,5,0.00033453748276834373
186,0.37309008716937886,370,2,88,21,0.20565991264864492,2,180,0.0010707213626723689,7,0.0003955085615013198
187,0.38675572885358467,267,2,463,17,0.22945535185976343,2,146,0.00116137293613518,3,0.0006849363366517219
188,0.33962201742571557,279,2,236,19,0.16984436886251353,2,185,0.001264381268846001,6,0.00048604693579052885
189,0.38638725610313845,282,2,449,18,0.16720576151735528,2,184,0.001242463648038024,6,0.0005014981040952809
190,0.33306966812321637,300,2,237,14,0.1754368768710854,4,188,0.0012856176919678294,6,0.0005972666928028048
191,0.31445600579709115,298,2,220,15,0.17883813257887285,4,188,0.0012800896276258216,6,0.0005697968235862677
192,0.3566200838734706,301,2,221,14,0.1756148188249364,4,188,0.0013364678070864697,6,0.0006105056119547493
193,0.38174911033056647,306,2,241,15,0.24963680586620177,4,138,0.0012945159118121904,6,0.0005528362295218971
194,0.3758444667616977,294,2,228,13,0.1789234248520393,4,192,0.0013812650315199236,5,0.0007179207937455892
195,0.36837874075241356,352,2,122,10,0.18504666435879139,4,189,0.0012123118689609227,6,0.0005682915399453958
196,0.3327349291949095,312,2,215,16,0.22250185864415675,4,183,0.0011079074902411777,5,0.0006574461363199045
197,0.36712477218429995,298,2,215,16,0.22132246499243025,4,182,0.0011079582319115154,5,0.000822078250821476
198,0.39199061257338447,310,2,197,15,0.21269266251366353,4,177,0.001188829987354809,5,0.000852867847015884
199,0.3309689103271377,307,2,237,17,0.2039055723525926,4,103,0.0012198607323362068,5,0.0005176300793443099
